CNT,CNTSCHID,CNTSTUID,RTML_mean,ESCS,ST011Q01TA,ST004D01T,ST001D01T,RATCMP1,RATCMP2,EDUSHORT
NOR,57800007.0,57805079.0,314.7745,0.8336,1.0,1.0,10.0,1.0,1.0,-0.2376
NOR,57800209.0,57805080.0,515.4264,0.6847,1.0,1.0,10.0,1.0,1.0,0.4292
NOR,57800113.0,57805081.0,627.6335999999999,0.6549,1.0,2.0,10.0,1.3158,1.0,0.4292
NOR,57800030.0,57805082.0,563.7317,1.0896,1.0,2.0,10.0,1.4935,1.0,0.4292
NOR,57800104.0,57805083.0,532.3004000000001,-0.2577,1.0,2.0,10.0,,,
NOR,57800090.0,57805084.0,681.1354999999999,0.3205,1.0,1.0,10.0,1.0,1.0,0.4997
NOR,57800205.0,57805085.0,470.40779999999995,0.8029,1.0,2.0,10.0,1.0,1.0,0.7889
NOR,57800106.0,57805086.0,502.05779999999993,-0.1541,1.0,2.0,10.0,1.0,1.0,-0.0672
NOR,57800021.0,57805087.0,460.2085,1.6852,1.0,2.0,10.0,1.0,1.0,0.0574
NOR,57800080.0,57805088.0,471.7798000000001,0.9863,1.0,1.0,10.0,1.0,1.0,-1.4212
NOR,57800183.0,57805089.0,326.36890000000005,0.1098,1.0,2.0,10.0,1.0,1.0,-1.4212
NOR,57800002.0,57805090.0,351.08750000000003,1.5587,1.0,1.0,10.0,1.0,1.0,0.6221
NOR,57800219.0,57805091.0,448.23199999999997,-0.8033,1.0,2.0,10.0,1.7391,1.0,0.6221
NOR,57800040.0,57805092.0,475.64549999999997,0.0332,1.0,1.0,10.0,1.0,1.0,-0.2376
NOR,57800067.0,57805093.0,440.14,1.1698,1.0,1.0,10.0,1.0,1.0,-0.6483
NOR,57800049.0,57805094.0,628.9893000000001,0.8885,1.0,2.0,10.0,1.5,1.0,-1.4212
NOR,57800074.0,57805095.0,598.7544,0.1195,1.0,1.0,10.0,1.0,1.0,0.1
NOR,57800191.0,57805096.0,627.6916,-0.0769,1.0,1.0,10.0,0.8163,1.0,0.1312
NOR,57800167.0,57805097.0,343.886,0.0968,1.0,2.0,10.0,1.0,1.0,-0.0703
NOR,57800086.0,57805100.0,455.7646999999999,0.2469,1.0,2.0,10.0,0.3896,1.0,0.6635
NOR,57800034.0,57805101.0,607.7108000000001,-0.5612,1.0,1.0,10.0,1.0,1.0,0.2681
NOR,57800147.0,57805102.0,572.2005,-0.9573,1.0,1.0,10.0,1.0,1.0,-1.4212
NOR,57800197.0,57805103.0,515.0293,0.2831,1.0,1.0,10.0,1.0,1.0,-1.4212
NOR,57800037.0,57805104.0,649.8489999999999,1.7362,1.0,1.0,10.0,1.0,1.0,-0.0703
NOR,57800148.0,57805105.0,524.2722,-1.0526,1.0,2.0,10.0,1.0,1.0,0.4997
NOR,57800196.0,57805106.0,268.1611,0.2731,1.0,2.0,10.0,1.2295,0.8133,0.2681
NOR,57800148.0,57805107.0,463.3845,1.071,1.0,1.0,10.0,1.0,1.0,0.4997
NOR,57800122.0,57805108.0,567.1852999999999,-1.0982,1.0,1.0,10.0,,,1.4743
NOR,57800181.0,57805109.0,458.24050000000005,0.1724,1.0,2.0,10.0,0.4545,1.0,-1.4212
NOR,57800177.0,57805110.0,500.70379999999994,0.934,1.0,2.0,10.0,1.0,1.0,-0.2376
NOR,57800129.0,57805111.0,678.4365999999999,-0.1539,1.0,1.0,10.0,0.4854,1.0,-1.4212
NOR,57800016.0,57805114.0,489.4829000000001,0.4032,1.0,2.0,10.0,0.5072,1.0,-1.4212
NOR,57800214.0,57805117.0,549.9819,1.5405,1.0,2.0,10.0,0.5,1.0,-1.4212
NOR,57800164.0,57805118.0,479.7111,0.1388,1.0,2.0,10.0,1.2048,1.0,0.0574
NOR,57800115.0,57805119.0,260.88829999999996,1.2141,1.0,2.0,10.0,1.625,1.0,0.1
NOR,57800054.0,57805120.0,453.3376,1.0727,1.0,1.0,10.0,1.0,1.0,-0.6884
NOR,57800035.0,57805122.0,429.46549999999996,0.824,1.0,2.0,10.0,1.0,1.0,0.7889
NOR,57800073.0,57805123.0,561.9050000000001,0.6328,1.0,1.0,10.0,1.0313,1.0,0.7566
NOR,57800072.0,57805124.0,526.5739,0.8209,1.0,2.0,10.0,1.0,1.0,-0.2376
NOR,57800063.0,57805125.0,723.737,1.5901,1.0,2.0,10.0,1.5625,1.0,-1.4212
NOR,57800015.0,57805127.0,621.1474000000001,1.2587,1.0,1.0,10.0,0.1271,1.0,1.0283
NOR,57800043.0,57805128.0,575.6132000000001,0.8174,1.0,2.0,10.0,0.1087,1.0,0.8339
NOR,57800215.0,57805129.0,625.1656,0.9485,1.0,2.0,10.0,1.0,1.0,0.7452
NOR,57800239.0,57805130.0,516.9917,1.1423,1.0,1.0,10.0,1.0,1.0,0.4292
NOR,57800018.0,57805131.0,476.38469999999995,0.6193,1.0,2.0,10.0,0.4348,1.0,0.8339
NOR,57800199.0,57805132.0,627.365,1.4354,1.0,1.0,10.0,2.5,1.0,-1.4212
NOR,57800003.0,57805133.0,379.3409,1.0635,1.0,1.0,10.0,0.3421,1.0,-0.0987
NOR,57800102.0,57805134.0,500.0951999999999,1.0175,1.0,2.0,10.0,1.0,1.0,-0.4526
NOR,57800127.0,57805136.0,466.04110000000003,0.1604,1.0,2.0,10.0,1.0,1.0,0.4591
NOR,57800238.0,57805137.0,316.6696,0.7285,1.0,2.0,10.0,0.3614,1.0,0.4591
NOR,57800247.0,57805139.0,569.1216000000001,1.4871,1.0,2.0,10.0,0.5405,1.0,0.1
NOR,57800234.0,57805140.0,448.52469999999994,0.627,1.0,2.0,10.0,1.3889,1.0,-0.9432
NOR,57800161.0,57805141.0,450.0374,0.8236,1.0,1.0,10.0,0.4762,1.0,0.8339
NOR,57800057.0,57805142.0,386.74809999999997,0.1279,1.0,1.0,10.0,0.5464,1.0,1.2048
NOR,57800016.0,57805143.0,610.7139,0.8178,1.0,1.0,10.0,0.5072,1.0,-1.4212
NOR,57800129.0,57805144.0,674.1748,0.8768,1.0,1.0,10.0,0.4854,1.0,-1.4212
NOR,57800250.0,57805145.0,522.7591,-0.298,1.0,1.0,10.0,1.0,1.0,0.1
NOR,57800098.0,57805146.0,661.3811000000002,1.3423,1.0,2.0,10.0,1.0,1.0,0.4292
NOR,57800125.0,57805147.0,344.5124,0.5098,1.0,1.0,10.0,0.2727,1.0,0.265
NOR,57800100.0,57805148.0,523.0001,0.9398,1.0,2.0,10.0,0.3226,1.0,-0.6844
NOR,57800084.0,57805149.0,642.6958999999999,0.9383,1.0,1.0,10.0,0.5,1.0,0.8006
NOR,57800180.0,57805150.0,664.4349,0.2294,1.0,2.0,10.0,1.0236,1.0,-0.2376
NOR,57800182.0,57805151.0,407.7875,0.3348,1.0,2.0,10.0,1.0,1.0,1.0245
NOR,57800160.0,57805152.0,340.8504,0.1265,1.0,2.0,10.0,1.0,1.0,-1.4212
NOR,57800045.0,57805153.0,495.5846,0.7423,1.0,2.0,10.0,1.0,1.0,-0.4562
NOR,57800132.0,57805154.0,471.45580000000007,0.6684,1.0,1.0,10.0,1.0,1.0,0.7889
NOR,57800014.0,57805155.0,523.8291999999999,-0.673,1.0,1.0,10.0,1.0,1.0,-0.9432
NOR,57800152.0,57805156.0,570.1424,0.1621,1.0,2.0,10.0,1.0,1.0,-0.4526
NOR,57800244.0,57805157.0,396.03549999999996,0.191,1.0,2.0,10.0,0.9231,0.9167,1.2478
NOR,57800023.0,57805158.0,458.6456,0.5109,1.0,1.0,10.0,1.0,1.0,0.0574
NOR,57800176.0,57805159.0,570.1689,0.6417,1.0,1.0,10.0,1.0,1.0,0.4292
NOR,57800002.0,57805160.0,511.07900000000006,0.6688,1.0,2.0,10.0,1.0,1.0,0.6221
NOR,57800195.0,57805161.0,515.6903,0.7722,1.0,1.0,10.0,1.0,1.0,-0.2805
NOR,57800127.0,57805162.0,529.5026,-0.2413,1.0,2.0,10.0,1.0,1.0,0.4591
NOR,57800226.0,57805163.0,380.51989999999995,1.4026,1.0,2.0,10.0,0.4762,1.0,0.7889
NOR,57800096.0,57805164.0,337.3592,0.7522,1.0,2.0,10.0,0.431,1.0,0.2986
NOR,57800163.0,57805165.0,528.0579,-0.0005,1.0,1.0,10.0,1.0,1.0,-0.4907
NOR,57800186.0,57805166.0,645.0930000000001,0.0228,1.0,1.0,10.0,1.2081,1.0,-1.4212
NOR,57800032.0,57805167.0,427.10929999999996,0.7952,1.0,1.0,10.0,1.0,1.0,-0.6483
NOR,57800070.0,57805169.0,552.297,1.3592,1.0,1.0,10.0,1.0,1.0,1.2478
NOR,57800067.0,57805170.0,672.5085000000001,1.1845,1.0,1.0,10.0,1.0,1.0,-0.6483
NOR,57800167.0,57805171.0,437.3223999999999,0.3566,1.0,2.0,10.0,1.0,1.0,-0.0703
NOR,57800018.0,57805172.0,303.3017,-6.0694,2.0,2.0,10.0,0.4348,1.0,0.8339
NOR,57800155.0,57805175.0,542.0326,1.0,1.0,2.0,10.0,0.7921,1.0,-1.4212
NOR,57800172.0,57805178.0,531.9334,1.3439,1.0,2.0,10.0,1.0417,1.0,0.7566
NOR,57800052.0,57805179.0,391.101,0.6807,1.0,2.0,10.0,1.0,1.0,-1.4212
NOR,57800111.0,57805180.0,419.6707,0.6739,1.0,2.0,10.0,1.0,1.0,0.1
NOR,57800024.0,57805181.0,423.6360000000001,1.0208,1.0,1.0,10.0,1.0101,1.0,-1.4212
NOR,57800173.0,57805182.0,600.0242000000001,0.6248,1.0,2.0,10.0,1.0,1.0,-1.4212
NOR,57800003.0,57805184.0,467.8903,0.4938,1.0,1.0,10.0,0.3421,1.0,-0.0987
NOR,57800117.0,57805186.0,557.7072,0.8623,1.0,1.0,10.0,1.0,1.0,-0.4526
NOR,57800079.0,57805187.0,505.6803,-0.0761,1.0,1.0,10.0,1.4286,1.0,-0.0672
NOR,57800137.0,57805188.0,446.26149999999996,1.0432,1.0,2.0,10.0,1.0,1.0,-0.113
NOR,57800137.0,57805189.0,288.81339999999994,-0.9097,2.0,2.0,10.0,1.0,1.0,-0.113
NOR,57800024.0,57805190.0,559.8024,0.5944,1.0,2.0,10.0,1.0101,1.0,-1.4212
NOR,57800198.0,57805193.0,530.1288,0.5524,1.0,1.0,10.0,0.5747,1.0,0.1423
NOR,57800159.0,57805194.0,597.3655000000001,1.0427,1.0,2.0,10.0,0.9091,1.0,0.4591
NOR,57800205.0,57805195.0,571.6096,0.4966,1.0,2.0,10.0,1.0,1.0,0.7889
NOR,57800157.0,57805196.0,449.67449999999997,-0.0332,1.0,2.0,10.0,1.0,1.0,0.1
NOR,57800093.0,57805197.0,428.28639999999996,0.3026,1.0,1.0,10.0,1.0,1.0,0.6221
NOR,57800162.0,57805199.0,456.3175,0.94,1.0,1.0,10.0,0.5634,1.0,1.7368
NOR,57800084.0,57805200.0,552.9840999999999,1.2627,1.0,1.0,10.0,0.5,1.0,0.8006
NOR,57800244.0,57805202.0,364.94890000000004,-0.6719,1.0,2.0,10.0,0.9231,0.9167,1.2478
NOR,57800242.0,57805203.0,600.2043,1.855,1.0,1.0,10.0,1.0,1.0,0.1
NOR,57800172.0,57805204.0,600.2891,0.191,2.0,1.0,10.0,1.0417,1.0,0.7566
NOR,57800098.0,57805205.0,635.1629999999999,-0.1237,1.0,1.0,10.0,1.0,1.0,0.4292
NOR,57800242.0,57805206.0,575.6600999999999,0.5761,1.0,1.0,10.0,1.0,1.0,0.1
NOR,57800146.0,57805208.0,430.2413,1.2084,1.0,1.0,10.0,,1.0,0.4698
NOR,57800181.0,57805209.0,214.96120000000002,1.5347,1.0,2.0,10.0,0.4545,1.0,-1.4212
NOR,57800184.0,57805210.0,697.4772,1.464,1.0,1.0,10.0,1.0,1.0,1.0245
NOR,57800024.0,57805211.0,499.28959999999995,0.7969,1.0,1.0,10.0,1.0101,1.0,-1.4212
NOR,57800189.0,57805212.0,502.0141,0.3039,1.0,2.0,10.0,1.0,1.0,0.1
NOR,57800007.0,57805213.0,518.775,-0.7598,1.0,2.0,10.0,1.0,1.0,-0.2376
NOR,57800238.0,57805214.0,377.08990000000006,0.6515,1.0,2.0,10.0,0.3614,1.0,0.4591
NOR,57800048.0,57805215.0,485.56669999999997,1.5056,1.0,1.0,10.0,1.0,1.0,-1.4212
NOR,57800239.0,57805216.0,433.66549999999995,1.0568,1.0,2.0,10.0,1.0,1.0,0.4292
NOR,57800013.0,57805217.0,559.3898999999999,0.5443,1.0,2.0,10.0,1.0,1.0,0.1
NOR,57800247.0,57805218.0,516.1564000000001,1.2685,1.0,1.0,10.0,0.5405,1.0,0.1
NOR,57800058.0,57805219.0,442.48729999999995,1.1124,,1.0,10.0,1.0,1.0,-0.949
NOR,57800227.0,57805220.0,310.7957,0.3126,1.0,1.0,10.0,1.0,1.0,0.4322
NOR,57800105.0,57805221.0,348.4194,0.7736,1.0,2.0,10.0,1.0,1.0,0.1423
NOR,57800153.0,57805222.0,427.67740000000003,0.2431,1.0,2.0,10.0,0.5556,1.0,0.8339
NOR,57800091.0,57805223.0,455.7174999999999,-0.8045,1.0,2.0,10.0,1.0,1.0,-0.6884
NOR,57800148.0,57805224.0,443.6808,-0.2401,1.0,1.0,10.0,1.0,1.0,0.4997
NOR,57800251.0,57805225.0,461.0835,-0.4175,1.0,1.0,10.0,0.9346,0.8,0.1312
NOR,57800012.0,57805226.0,374.2839000000001,1.727,1.0,2.0,10.0,0.5435,1.0,0.1
NOR,57800161.0,57805227.0,691.1134,1.4009,1.0,1.0,10.0,0.4762,1.0,0.8339
NOR,57800057.0,57805228.0,419.8181000000001,0.7888,1.0,2.0,10.0,0.5464,1.0,1.2048
NOR,57800050.0,57805229.0,470.535,0.3395,1.0,1.0,10.0,1.0,1.0,-0.6483
NOR,57800184.0,57805230.0,403.2901,0.6402,1.0,2.0,10.0,1.0,1.0,1.0245
NOR,57800003.0,57805232.0,580.649,-0.3852,1.0,2.0,10.0,0.3421,1.0,-0.0987
NOR,57800067.0,57805234.0,534.9084,0.7756,1.0,1.0,10.0,1.0,1.0,-0.6483
NOR,57800104.0,57805235.0,547.7420999999999,1.0334,1.0,2.0,10.0,,,
NOR,57800123.0,57805236.0,451.9781,1.2369,1.0,2.0,10.0,1.0,1.0,-0.2805
NOR,57800248.0,57805237.0,565.1718000000001,0.7537,1.0,2.0,10.0,1.2195,1.0,-0.2376
NOR,57800036.0,57805240.0,468.86709999999994,0.6174,1.0,2.0,10.0,1.0,1.0,-0.2376
NOR,57800098.0,57805241.0,395.4896,-2.6294,1.0,2.0,10.0,1.0,1.0,0.4292
NOR,57800127.0,57805242.0,391.53460000000007,1.2179,2.0,1.0,10.0,1.0,1.0,0.4591
NOR,57800022.0,57805244.0,374.24299999999994,-0.4462,1.0,1.0,10.0,0.4808,1.0,0.4997
NOR,57800238.0,57805246.0,350.787,-0.106,1.0,1.0,10.0,0.3614,1.0,0.4591
NOR,57800100.0,57805247.0,533.3886,-0.7746,1.0,2.0,10.0,0.3226,1.0,-0.6844
NOR,57800069.0,57805250.0,382.3201,0.1721,1.0,2.0,10.0,1.0,1.0,-0.6483
NOR,57800181.0,57805252.0,540.4887,-0.4358,1.0,1.0,10.0,0.4545,1.0,-1.4212
NOR,57800054.0,57805253.0,653.8263,0.0467,1.0,2.0,10.0,1.0,1.0,-0.6884
NOR,57800019.0,57805254.0,614.6351,-0.129,1.0,1.0,10.0,0.4945,1.0,-0.0703
NOR,57800154.0,57805255.0,555.6878,0.7287,1.0,1.0,10.0,1.0959,1.0,-0.6483
NOR,57800195.0,57805256.0,322.9697,-0.2306,1.0,2.0,10.0,1.0,1.0,-0.2805
NOR,57800187.0,57805257.0,564.9698,0.9,1.0,1.0,10.0,1.0,1.0,0.1
NOR,57800211.0,57805258.0,652.5862999999999,1.2087,1.0,1.0,10.0,1.0,1.0,-0.6483
NOR,57800231.0,57805259.0,412.55550000000005,1.2003,1.0,2.0,10.0,0.3704,1.0,0.8339
NOR,57800214.0,57805260.0,471.81239999999997,0.9295,1.0,2.0,10.0,0.5,1.0,-1.4212
NOR,57800012.0,57805261.0,508.9098,-1.0202,2.0,1.0,10.0,0.5435,1.0,0.1
NOR,57800120.0,57805263.0,519.7401,1.4925,1.0,2.0,10.0,1.1111,1.0,-1.4212
NOR,57800119.0,57805264.0,590.7526,0.5492,1.0,1.0,10.0,0.7407,1.0,1.4783
NOR,57800002.0,57805267.0,660.2398000000001,0.9443,1.0,2.0,10.0,1.0,1.0,0.6221
NOR,57800105.0,57805268.0,480.98310000000004,0.981,1.0,2.0,10.0,1.0,1.0,0.1423
NOR,57800091.0,57805269.0,253.9303,-1.0546,1.0,2.0,10.0,1.0,1.0,-0.6884
NOR,57800058.0,57805270.0,507.82759999999996,0.9981,1.0,2.0,10.0,1.0,1.0,-0.949
NOR,57800073.0,57805271.0,582.4431999999999,0.3965,1.0,1.0,10.0,1.0313,1.0,0.7566
NOR,57800008.0,57805272.0,452.4331,-0.6236,1.0,1.0,10.0,1.0,1.0,-0.949
NOR,57800080.0,57805273.0,373.046,0.4684,1.0,2.0,10.0,1.0,1.0,-1.4212
NOR,57800106.0,57805274.0,412.04080000000005,-0.4466,1.0,1.0,10.0,1.0,1.0,-0.0672
NOR,57800134.0,57805276.0,566.9227000000001,-0.7521,1.0,1.0,10.0,1.0,1.0,-0.0703
NOR,57800077.0,57805277.0,525.6278,-0.7165,1.0,1.0,10.0,0.431,1.0,0.0574
NOR,57800013.0,57805278.0,529.6475,0.6279,1.0,1.0,10.0,1.0,1.0,0.1
NOR,57800180.0,57805279.0,447.7847,1.2625,1.0,1.0,10.0,1.0236,1.0,-0.2376
NOR,57800009.0,57805280.0,261.902,0.3568,1.0,2.0,10.0,1.0,1.0,-0.9432
NOR,57800143.0,57805282.0,519.1195,-0.3583,1.0,1.0,10.0,1.0,1.0,-1.4212
NOR,57800066.0,57805283.0,610.4018,-0.485,1.0,2.0,10.0,1.1316,1.0,-1.4212
NOR,57800206.0,57805284.0,537.3259,-0.0356,1.0,1.0,10.0,1.3309,1.0,1.2478
NOR,57800240.0,57805285.0,483.84450000000004,0.4752,1.0,2.0,10.0,1.0784,1.0,1.2478
NOR,57800025.0,57805286.0,630.5499000000001,0.7222,1.0,1.0,10.0,1.5556,1.0,0.4292
NOR,57800020.0,57805287.0,604.2096,1.0666,1.0,2.0,10.0,1.2333,0.9459,-1.4212
NOR,57800077.0,57805288.0,463.11620000000005,0.3635,2.0,1.0,10.0,0.431,1.0,0.0574
NOR,57800002.0,57805289.0,627.3156999999999,1.2144,1.0,2.0,10.0,1.0,1.0,0.6221
NOR,57800213.0,57805290.0,612.7708999999999,1.1686,1.0,1.0,10.0,1.0,1.0,0.8339
NOR,57800248.0,57805292.0,555.8791,0.2652,1.0,1.0,10.0,1.2195,1.0,-0.2376
NOR,57800248.0,57805293.0,555.9473,1.9977,1.0,1.0,10.0,1.2195,1.0,-0.2376
NOR,57800175.0,57805294.0,663.0872,0.3956,1.0,2.0,10.0,1.0274,1.0,-1.4212
NOR,57800047.0,57805295.0,509.2894,0.388,1.0,2.0,10.0,1.0,1.0,-0.6884
NOR,57800041.0,57805296.0,530.0719000000001,0.813,1.0,2.0,10.0,,,0.1
NOR,57800111.0,57805297.0,454.869,1.1654,1.0,1.0,10.0,1.0,1.0,0.1
NOR,57800011.0,57805299.0,571.7992,-0.2956,1.0,1.0,10.0,0.6897,1.0,0.0574
NOR,57800142.0,57805300.0,627.7789,1.6726,1.0,1.0,10.0,0.8726,1.0,0.6606
NOR,57800219.0,57805301.0,324.59239999999994,-0.8543,1.0,2.0,10.0,1.7391,1.0,0.6221
NOR,57800199.0,57805302.0,695.7824999999999,1.3959,1.0,1.0,10.0,2.5,1.0,-1.4212
NOR,57800192.0,57805303.0,611.2361,-0.262,1.0,2.0,10.0,1.0,1.0,-1.4212
NOR,57800077.0,57805304.0,402.3956,0.1754,1.0,1.0,10.0,0.431,1.0,0.0574
NOR,57800234.0,57805305.0,510.92330000000004,1.5943,1.0,2.0,10.0,1.3889,1.0,-0.9432
NOR,57800214.0,57805306.0,491.86940000000004,0.5405,1.0,1.0,10.0,0.5,1.0,-1.4212
NOR,57800201.0,57805307.0,585.2866999999999,1.6214,1.0,2.0,10.0,,1.0,0.1
NOR,57800098.0,57805308.0,455.37170000000003,0.3139,1.0,2.0,10.0,1.0,1.0,0.4292
NOR,57800115.0,57805309.0,474.7802,1.4972,1.0,2.0,10.0,1.625,1.0,0.1
NOR,57800225.0,57805310.0,470.9977,2.2715,1.0,2.0,10.0,1.0,1.0,0.1
NOR,57800242.0,57805311.0,639.3604,0.956,1.0,1.0,10.0,1.0,1.0,0.1
NOR,57800108.0,57805312.0,457.74620000000004,0.9274,1.0,2.0,10.0,,,
NOR,57800143.0,57805314.0,572.594,0.8499,1.0,2.0,10.0,1.0,1.0,-1.4212
NOR,57800047.0,57805315.0,453.7611,0.8763,1.0,1.0,10.0,1.0,1.0,-0.6884
NOR,57800141.0,57805316.0,476.384,-0.7049,1.0,2.0,10.0,0.7453,1.0,1.2521
NOR,57800241.0,57805317.0,434.6917,-0.4984,1.0,2.0,10.0,1.699,1.0,-0.2376
NOR,57800186.0,57805318.0,498.86679999999996,0.7281,1.0,1.0,10.0,1.2081,1.0,-1.4212
NOR,57800221.0,57805319.0,326.1515999999999,-1.7835,1.0,2.0,10.0,1.0,1.0,1.0283
NOR,57800141.0,57805320.0,541.1076999999999,1.5155,1.0,2.0,10.0,0.7453,1.0,1.2521
NOR,57800070.0,57805321.0,404.2306,1.1969,1.0,1.0,10.0,1.0,1.0,1.2478
NOR,57800084.0,57805322.0,592.7725,-0.4681,2.0,2.0,10.0,0.5,1.0,0.8006
NOR,57800226.0,57805323.0,547.4345999999999,1.6376,1.0,2.0,10.0,0.4762,1.0,0.7889
NOR,57800048.0,57805324.0,584.4663,0.317,1.0,1.0,10.0,1.0,1.0,-1.4212
NOR,57800078.0,57805325.0,514.7624,0.9381,1.0,2.0,10.0,1.56,1.0,-0.0672
NOR,57800233.0,57805327.0,645.4644999999999,0.1499,1.0,1.0,10.0,1.0,1.0,-1.4212
NOR,57800023.0,57805328.0,540.1251,0.9218,1.0,1.0,10.0,1.0,1.0,0.0574
NOR,57800162.0,57805329.0,365.75980000000004,0.1347,1.0,2.0,10.0,0.5634,1.0,1.7368
NOR,57800024.0,57805333.0,651.4872999999999,1.1422,1.0,2.0,10.0,1.0101,1.0,-1.4212
NOR,57800074.0,57805334.0,569.9774000000001,1.171,1.0,1.0,10.0,1.0,1.0,0.1
NOR,57800118.0,57805335.0,534.2383000000001,-0.5226,1.0,2.0,10.0,1.0,1.0,-0.0672
NOR,57800226.0,57805336.0,309.41690000000006,3.0695,1.0,2.0,10.0,0.4762,1.0,0.7889
NOR,57800034.0,57805337.0,513.5032,0.4777,1.0,2.0,10.0,1.0,1.0,0.2681
NOR,57800160.0,57805338.0,656.0675,0.6554,1.0,1.0,10.0,1.0,1.0,-1.4212
NOR,57800098.0,57805339.0,580.8464999999999,0.8361,1.0,2.0,10.0,1.0,1.0,0.4292
NOR,57800049.0,57805340.0,613.3147,1.2712,1.0,1.0,10.0,1.5,1.0,-1.4212
NOR,57800189.0,57805342.0,596.1818,0.2028,1.0,1.0,10.0,1.0,1.0,0.1
NOR,57800200.0,57805344.0,528.2982,-0.3636,1.0,1.0,10.0,1.2963,1.0,-0.2376
NOR,57800143.0,57805345.0,548.0903999999999,0.7031,1.0,2.0,10.0,1.0,1.0,-1.4212
NOR,57800064.0,57805348.0,529.8501,-0.882,1.0,2.0,10.0,1.0,1.0,-0.2376
NOR,57800056.0,57805349.0,382.438,1.124,1.0,1.0,10.0,,1.0,1.2478
NOR,57800058.0,57805350.0,477.52779999999996,1.2274,1.0,2.0,10.0,1.0,1.0,-0.949
NOR,57800217.0,57805351.0,469.5691,1.22,1.0,1.0,10.0,1.0459,1.0,0.4997
NOR,57800215.0,57805352.0,418.7297,0.643,1.0,2.0,10.0,1.0,1.0,0.7452
NOR,57800188.0,57805353.0,479.55910000000006,-0.2522,1.0,2.0,10.0,10.7222,0.0933,0.265
NOR,57800089.0,57805354.0,568.2473,0.8445,1.0,2.0,10.0,1.0417,1.0,1.6863
NOR,57800025.0,57805356.0,421.66369999999995,0.5546,1.0,1.0,10.0,1.5556,1.0,0.4292
NOR,57800153.0,57805357.0,262.665,-0.6056,2.0,1.0,10.0,0.5556,1.0,0.8339
NOR,57800036.0,57805358.0,355.3447,0.0153,1.0,2.0,10.0,1.0,1.0,-0.2376
NOR,57800085.0,57805359.0,419.60800000000006,0.9832,1.0,1.0,10.0,0.48,1.0,0.5886
NOR,57800012.0,57805360.0,290.20439999999996,0.0586,1.0,1.0,10.0,0.5435,1.0,0.1
NOR,57800252.0,57805361.0,438.93549999999993,1.3093,1.0,1.0,10.0,0.5208,1.0,-1.4212
NOR,57800028.0,57805363.0,651.9607,1.6805,1.0,2.0,10.0,0.8021,1.0,-1.4212
NOR,57800223.0,57805364.0,470.0599,-0.0224,1.0,2.0,10.0,0.4478,1.0,0.8339
NOR,57800146.0,57805365.0,400.78849999999994,0.5656,1.0,2.0,10.0,,1.0,0.4698
NOR,57800061.0,57805367.0,417.7003999999999,1.0291,1.0,1.0,10.0,0.5042,1.0,-0.6884
NOR,57800131.0,57805368.0,592.4271999999999,1.16,1.0,2.0,10.0,0.6111,0.9091,0.8006
NOR,57800121.0,57805369.0,589.7544999999999,1.6898,1.0,1.0,10.0,1.0,1.0,-1.4212
NOR,57800092.0,57805370.0,582.0468,1.0134,1.0,1.0,10.0,1.6,1.0,0.4621
NOR,57800086.0,57805371.0,400.16540000000003,-0.1402,1.0,2.0,10.0,0.3896,1.0,0.6635
NOR,57800034.0,57805372.0,673.9067,1.1338,1.0,1.0,10.0,1.0,1.0,0.2681
NOR,57800138.0,57805374.0,548.9102,1.0359,1.0,2.0,10.0,1.0,1.0,0.8339
NOR,57800201.0,57805375.0,517.2273,1.3915,1.0,1.0,10.0,,1.0,0.1
NOR,57800196.0,57805377.0,395.7151,0.7496,1.0,2.0,10.0,1.2295,0.8133,0.2681
NOR,57800225.0,57805378.0,432.7513,1.095,1.0,2.0,10.0,1.0,1.0,0.1
NOR,57800023.0,57805379.0,355.03409999999997,0.2993,1.0,2.0,10.0,1.0,1.0,0.0574
NOR,57800106.0,57805380.0,484.08539999999994,1.2086,1.0,2.0,10.0,1.0,1.0,-0.0672
NOR,57800186.0,57805381.0,487.0602,1.4738,1.0,2.0,10.0,1.2081,1.0,-1.4212
NOR,57800100.0,57805382.0,688.0465,1.0068,1.0,1.0,10.0,0.3226,1.0,-0.6844
NOR,57800136.0,57805384.0,640.0001,1.564,1.0,1.0,10.0,0.4902,1.0,0.4997
NOR,57800002.0,57805386.0,523.8628000000001,0.7333,1.0,1.0,10.0,1.0,1.0,0.6221
NOR,57800198.0,57805387.0,520.6814,0.9327,1.0,2.0,10.0,0.5747,1.0,0.1423
NOR,57800050.0,57805388.0,473.67210000000006,0.3259,1.0,2.0,10.0,1.0,1.0,-0.6483
NOR,57800182.0,57805389.0,540.5749,0.0349,1.0,2.0,10.0,1.0,1.0,1.0245
NOR,57800068.0,57805390.0,517.8873000000001,0.6825,1.0,1.0,10.0,1.0,1.0,0.1
NOR,57800173.0,57805391.0,271.95700000000005,1.5935,1.0,2.0,10.0,1.0,1.0,-1.4212
NOR,57800189.0,57805392.0,602.9162,1.106,1.0,2.0,10.0,1.0,1.0,0.1
NOR,57800111.0,57805393.0,421.0959000000001,0.3479,1.0,2.0,10.0,1.0,1.0,0.1
NOR,57800039.0,57805394.0,669.9593,1.2327,1.0,2.0,10.0,,,
NOR,57800068.0,57805395.0,330.31129999999996,-2.0355,1.0,1.0,10.0,1.0,1.0,0.1
